miRNA,182_S25_R1_001,112_S27_R1_001,15-7p150_S32_R1_001,192_S22_R1_001,15-1p16_S33_R1_001,121_S24_R1_001,153_S15_R1_001,124_S16_R1_001,166_S4_R1_001,059_S13_R1_001,167_S23_R1_001,149_S3_R1_001,093_S6_R1_001,144_S5_R1_001,062_S19_R1_001,179_S26_R1_001,138_S30_R1_001,033_S21_R1_001,6c_S47_R1_001,123_S20_R1_001,1c_S43_R1_001,29-7p16_S41_R1_001,Undetermined_S0_R1_001,197_S2_R1_001,15-7p16_S31_R1_001,29-1p16_S39_R1_001,17-7p150_S38_R1_001,109_S9_R1_001,187_S10_R1_001,105_S1_R1_001,15-1p150_S34_R1_001,29-7p150_S42_R1_001,17-1p150_S36_R1_001,17-7p16_S37_R1_001,127_S29_R1_001,164_S14_R1_001,075_S12_R1_001,135_S7_R1_001,17-1p16_S35_R1_001,019_S18_R1_001,125_S11_R1_001,106_S28_R1_001,7c_S44_R1_001,32c_S45_R1_001,29-1p150_S40_R1_001,4c_S46_R1_001,103_S17_R1_001,34c_S48_R1_001,128_S8_R1_001
Hsa-Mir-34-P2b_5p,0.0,8.0,129.0,0.0,0.0,57.0,4.0,30.0,25.0,16.0,71.0,47.0,37.0,18.0,12.0,144.0,0.0,13.0,150.0,19.0,145.0,6.0,28.0,0.0,0.0,0.0,12.0,8.0,147.0,25.0,0.0,0.0,25.0,0.0,0.0,92.0,0.0,20.0,0.0,45.0,62.0,0.0,88.0,0.0,0.0,0.0,0.0,7.0,0.0
Hsa-Mir-34-P3a_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3a_5p,0.0,45.0,0.0,11.0,0.0,33.0,12.0,6.0,47.0,20.0,0.0,37.0,0.0,12.0,14.0,0.0,0.0,21.0,9.0,38.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,47.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,20.0,23.0
Hsa-Mir-34-P3b_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3b_5p,0.0,0.0,0.0,9.0,0.0,0.0,12.0,9.0,0.0,9.0,0.0,10.0,0.0,10.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
Hsa-Mir-34-P3c_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-34-P3c_5p,0.0,64.0,0.0,12.0,0.0,22.0,40.0,15.0,56.0,38.0,0.0,87.0,0.0,41.0,5.0,34.0,33.0,46.0,15.0,64.0,18.0,0.0,4.0,0.0,0.0,0.0,5.0,54.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,32.0,4.0,0.0,36.0,10.0,0.0,0.0,11.0,17.0,25.0
Hsa-Mir-340_3p*,32.0,63.0,0.0,96.0,38.0,30.0,19.0,88.0,13.0,39.0,0.0,29.0,28.0,4.0,106.0,22.0,74.0,15.0,69.0,11.0,27.0,28.0,21.0,29.0,149.0,14.0,4.0,34.0,0.0,70.0,18.0,17.0,7.0,91.0,0.0,15.0,0.0,22.0,45.0,0.0,0.0,0.0,120.0,5.0,0.0,0.0,67.0,84.0,36.0
Hsa-Mir-340_5p,12036.0,4667.0,3684.0,4720.0,667.0,4347.0,4821.0,6289.0,5311.0,8767.0,5511.0,6641.0,3909.0,3161.0,10186.0,6475.0,5112.0,3196.0,1433.0,4116.0,1054.0,298.0,3467.0,5659.0,5650.0,58.0,539.0,6304.0,8571.0,4924.0,1599.0,261.0,796.0,1270.0,846.0,6626.0,601.0,6024.0,514.0,7408.0,7961.0,2656.0,2016.0,95.0,194.0,7.0,4898.0,828.0,6961.0
Hsa-Mir-342_3p,470.0,208.0,306.0,740.0,755.0,494.0,209.0,206.0,126.0,283.0,875.0,466.0,144.0,127.0,575.0,644.0,714.0,831.0,2091.0,765.0,1058.0,41.0,356.0,152.0,258.0,32.0,60.0,273.0,401.0,303.0,628.0,54.0,80.0,932.0,256.0,247.0,5.0,340.0,299.0,268.0,158.0,1611.0,4995.0,642.0,44.0,41.0,455.0,1917.0,143.0
Hsa-Mir-342_5p*,305.0,364.0,234.0,442.0,210.0,484.0,220.0,286.0,117.0,367.0,1233.0,285.0,166.0,131.0,471.0,346.0,529.0,536.0,61.0,430.0,45.0,35.0,214.0,266.0,90.0,19.0,14.0,246.0,200.0,270.0,395.0,7.0,91.0,273.0,182.0,213.0,225.0,279.0,131.0,191.0,268.0,4104.0,166.0,21.0,72.0,103.0,311.0,171.0,223.0
Hsa-Mir-345_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-345_5p,31105.0,5262.0,1390.0,6888.0,422.0,3258.0,4822.0,2726.0,4659.0,4093.0,8106.0,4661.0,2685.0,2020.0,8077.0,11030.0,6756.0,6432.0,1397.0,6414.0,1551.0,217.0,2443.0,3089.0,614.0,71.0,460.0,3902.0,5094.0,2713.0,1045.0,55.0,334.0,928.0,1047.0,4455.0,372.0,2798.0,406.0,1444.0,5096.0,3471.0,2470.0,177.0,45.0,342.0,2833.0,3071.0,3075.0
Hsa-Mir-346_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-346_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3611_3p,28.0,13.0,0.0,11.0,0.0,12.0,2.0,6.0,3.0,7.0,74.0,11.0,8.0,3.0,6.0,9.0,20.0,3.0,15.0,7.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,6.0,7.0,6.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,8.0
Hsa-Mir-3611_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3613_3p*,0.0,13.0,0.0,14.0,0.0,14.0,13.0,15.0,8.0,29.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,0.0,33.0,20.0,5.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,28.0,0.0
Hsa-Mir-3613_5p,52.0,203.0,2.0,116.0,0.0,39.0,118.0,91.0,37.0,178.0,22.0,34.0,36.0,36.0,155.0,90.0,153.0,141.0,669.0,176.0,259.0,0.0,102.0,6.0,2.0,0.0,6.0,157.0,71.0,31.0,17.0,39.0,0.0,0.0,3.0,99.0,0.0,109.0,12.0,121.0,144.0,0.0,545.0,6.0,2.0,0.0,98.0,1520.0,118.0
Hsa-Mir-3617_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3617_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0
Hsa-Mir-3619_3p*,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
Hsa-Mir-3619_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-361_3p*,623.0,537.0,2.0,720.0,653.0,1130.0,235.0,468.0,174.0,444.0,1211.0,320.0,334.0,148.0,566.0,271.0,362.0,372.0,992.0,413.0,360.0,72.0,243.0,899.0,90.0,33.0,31.0,356.0,519.0,604.0,371.0,44.0,44.0,526.0,218.0,245.0,2.0,387.0,441.0,443.0,105.0,517.0,1135.0,389.0,6.0,257.0,406.0,506.0,276.0
Hsa-Mir-361_5p*,2647.0,315.0,29.0,251.0,229.0,301.0,220.0,302.0,267.0,343.0,339.0,465.0,234.0,158.0,721.0,985.0,677.0,535.0,922.0,673.0,653.0,43.0,301.0,115.0,0.0,9.0,101.0,287.0,183.0,312.0,536.0,0.0,180.0,312.0,28.0,358.0,0.0,243.0,145.0,266.0,365.0,3.0,1440.0,353.0,16.0,0.0,210.0,648.0,279.0
Hsa-Mir-362-P1_3p*,175.0,138.0,0.0,149.0,7.0,137.0,62.0,69.0,117.0,153.0,97.0,107.0,77.0,95.0,249.0,154.0,195.0,221.0,65.0,257.0,22.0,13.0,95.0,119.0,0.0,0.0,32.0,143.0,76.0,91.0,62.0,0.0,21.0,0.0,7.0,148.0,0.0,70.0,0.0,47.0,273.0,0.0,73.0,0.0,7.0,0.0,108.0,15.0,49.0
Hsa-Mir-362-P1_5p,0.0,3.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,27.0,146.0,0.0,0.0,33.0,0.0,25.0,12.0,18.0,633.0,26.0,153.0,0.0,22.0,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,14.0,0.0,2.0,176.0,81.0,0.0,0.0,11.0,282.0,0.0
Hsa-Mir-362-P2_3p/P4_3p,2126.0,2239.0,97.0,1427.0,90.0,1488.0,714.0,1196.0,868.0,1038.0,2094.0,672.0,1035.0,771.0,1497.0,1570.0,2803.0,1371.0,2763.0,1575.0,1887.0,60.0,767.0,1107.0,3.0,25.0,153.0,911.0,534.0,599.0,423.0,0.0,98.0,223.0,484.0,543.0,195.0,1282.0,90.0,1105.0,839.0,601.0,4582.0,1081.0,18.0,139.0,1228.0,3194.0,1166.0
Hsa-Mir-362-P2_5p*/P5_5p,0.0,0.0,0.0,10.0,0.0,0.0,0.0,24.0,0.0,6.0,0.0,0.0,13.0,8.0,13.0,5.0,5.0,0.0,66.0,0.0,49.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,10.0,23.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,58.0,12.0,0.0,0.0,0.0,89.0,0.0
Hsa-Mir-362-P3_3p,567.0,541.0,0.0,411.0,48.0,450.0,368.0,224.0,255.0,399.0,1019.0,324.0,397.0,115.0,897.0,648.0,655.0,595.0,788.0,776.0,542.0,3.0,308.0,356.0,0.0,0.0,28.0,312.0,325.0,252.0,211.0,2.0,54.0,42.0,96.0,281.0,164.0,488.0,34.0,211.0,319.0,388.0,1106.0,189.0,0.0,0.0,221.0,618.0,539.0
Hsa-Mir-362-P3_5p*,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,109.0,0.0,16.0,8.0,12.0,0.0,0.0,0.0,10.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,19.0,0.0,0.0,88.0,23.0,0.0,0.0,0.0,293.0,0.0
Hsa-Mir-362-P4_5p*,0.0,16.0,0.0,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0,21.0,6.0,13.0,5.0,14.0,29.0,14.0,34.0,0.0,33.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,10.0,0.0,8.0,0.0,0.0,9.0,0.0,51.0,0.0,0.0,0.0,0.0,37.0,4.0
Hsa-Mir-362-P5_3p*,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_3p*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3622_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3663_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3690_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,28.0,0.0
Hsa-Mir-370_3p,0.0,0.0,0.0,27.0,0.0,0.0,8.0,0.0,0.0,45.0,0.0,0.0,0.0,24.0,109.0,47.0,19.0,15.0,0.0,22.0,43.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,185.0,0.0,3.0,28.0,0.0,50.0,0.0
Hsa-Mir-370_5p*,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-374-P1_3p,169.0,265.0,204.0,283.0,223.0,209.0,285.0,379.0,306.0,437.0,99.0,432.0,218.0,144.0,513.0,487.0,312.0,388.0,890.0,196.0,352.0,17.0,189.0,484.0,582.0,7.0,18.0,382.0,69.0,417.0,119.0,10.0,37.0,296.0,24.0,248.0,3.0,303.0,179.0,386.0,593.0,0.0,821.0,12.0,8.0,0.0,576.0,282.0,417.0
Hsa-Mir-374-P1_5p,183.0,381.0,0.0,120.0,151.0,242.0,68.0,419.0,42.0,171.0,154.0,103.0,60.0,57.0,397.0,129.0,382.0,143.0,2305.0,272.0,1421.0,31.0,282.0,97.0,289.0,6.0,12.0,254.0,81.0,170.0,35.0,35.0,26.0,252.0,39.0,47.0,2.0,190.0,91.0,157.0,163.0,2.0,3521.0,34.0,0.0,42.0,295.0,3878.0,219.0
Hsa-Mir-374-P2_3p*,25.0,22.0,0.0,14.0,0.0,23.0,24.0,0.0,2.0,9.0,0.0,0.0,0.0,2.0,47.0,14.0,13.0,21.0,63.0,8.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,14.0,11.0,0.0,45.0,0.0,0.0,0.0,3.0,93.0,14.0
Hsa-Mir-374-P2_5p,320.0,288.0,90.0,188.0,109.0,204.0,85.0,372.0,108.0,283.0,3.0,162.0,46.0,33.0,392.0,185.0,316.0,269.0,1294.0,227.0,594.0,29.0,120.0,146.0,140.0,16.0,20.0,261.0,120.0,115.0,161.0,0.0,14.0,152.0,31.0,83.0,0.0,223.0,26.0,20.0,96.0,2.0,1448.0,145.0,9.0,0.0,224.0,1424.0,321.0
Hsa-Mir-375_3p,101861.0,1963.0,5342.0,1153.0,44.0,4879.0,2405.0,2196.0,882.0,1313.0,9188.0,574.0,1576.0,895.0,329.0,5745.0,816.0,3632.0,1121.0,1537.0,13620.0,60.0,5315.0,4554.0,98.0,12.0,382.0,422.0,2195.0,897.0,3229.0,123.0,184.0,30.0,374.0,2043.0,405.0,1162.0,36.0,4244.0,467.0,1277.0,152610.0,68331.0,58.0,5001.0,949.0,4492.0,2139.0
Hsa-Mir-375_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,4.0,0.0
Hsa-Mir-376-P1_3p/P2_3p/P3_3p,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P3_5p*/P4_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-376-P4_3p,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,58.0,7.0,13.0,8.0,4.0,3.0,23.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,5.0,0.0
Hsa-Mir-378_3p,462695.0,25745.0,18745.0,30595.0,1079.0,38412.0,16455.0,19375.0,22704.0,26681.0,67744.0,28515.0,21372.0,23627.0,22147.0,48068.0,28876.0,31790.0,4415.0,21840.0,7074.0,626.0,21555.0,42439.0,2643.0,209.0,2990.0,21016.0,19700.0,17901.0,8532.0,1452.0,1863.0,2011.0,13965.0,27544.0,34221.0,23193.0,787.0,28201.0,26049.0,126430.0,21648.0,10490.0,674.0,7607.0,22957.0,8951.0,22802.0
Hsa-Mir-378_5p*,224.0,5.0,0.0,40.0,0.0,55.0,20.0,9.0,6.0,11.0,0.0,10.0,0.0,6.0,37.0,21.0,36.0,32.0,80.0,12.0,107.0,0.0,26.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,34.0,0.0,20.0,0.0,6.0,3.0,0.0,187.0,427.0,0.0,66.0,14.0,334.0,0.0
Hsa-Mir-383_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-383_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3909_3p,1053.0,61.0,0.0,83.0,0.0,0.0,27.0,57.0,100.0,41.0,67.0,115.0,57.0,60.0,91.0,393.0,111.0,97.0,51.0,24.0,16.0,0.0,58.0,0.0,0.0,0.0,25.0,62.0,289.0,97.0,39.0,0.0,32.0,96.0,33.0,156.0,93.0,101.0,0.0,29.0,111.0,0.0,69.0,8.0,0.0,0.0,19.0,67.0,47.0
Hsa-Mir-3909_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3924_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3924_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-3934_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,16.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,4.0,0.0,34.0,14.0,0.0,0.0,0.0,16.0,0.0
